PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Condo/Co-op,BROOKLYN,NY,11207,199999.0,0.0,1.0,Meadow Wood At Gateway,349.0,1995.0,http://www.redfin.com/NY/Brooklyn/12399-Flatlands-Ave-11207/unit-7A/home/168206634,40.657135,-73.8771225,26.0,624,22798,75,5520,17,41,46,4,2,110,774.0,86551.0,31820.27,16,22,0.7270446004417237,102,0.07096484866808986,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1200500.0,5.0,3.0,Brooklyn,2338.847457627119,1901.0,http://www.redfin.com/NY/Brooklyn/44-Aberdeen-St-11207/home/40751913,40.6818544,-73.9057895,120.0,624,42042,81,1975,46,75,85,11,2,219,1740.0,86551.0,31820.27,29,46,0.07307409405126657,289,0.041885887788748896,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1099999.0,5.0,3.0,Brooklyn,2338.847457627119,1901.0,http://www.redfin.com/NY/Brooklyn/708-Chauncey-St-11207/home/40751571,40.684647999999996,-73.907703,120.0,624,41840,81,1975,47,72,87,11,2,219,1707.0,86551.0,31820.27,30,47,0.17985533191242334,267,0.06567006168127008,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1230000.0,7.0,3.0,Brooklyn,2591.2,1907.0,http://www.redfin.com/NY/Brooklyn/241-Cooper-St-11207/home/40751368,40.6905921,-73.9048774,114.0,624,34865,83,2270,42,65,80,10,2,199,1461.0,86551.0,31820.27,31,42,0.13365072408031708,262,0.04244816730729323,188.0
Multi-Family (2-4 Unit),,NY,11207,1200000.0,7.0,3.0,,2900.0,1905.0,http://www.redfin.com/NY/Brooklyn/20-Pilling-St-11207/home/40752020,40.682839,-73.9083614,116.0,0,42705,81,1975,47,78,86,11,2,224,1770.0,86551.0,31820.27,30,47,0.109845440170849,292,0.0639721753449298,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1099999.0,11.0,6.0,Brooklyn,4551.0,1930.0,http://www.redfin.com/NY/Brooklyn/637-Bradford-St-11207/home/40766954,40.6630773,-73.8893978,91.0,624,30144,75,5520,29,58,64,4,2,157,1175.0,86551.0,31820.27,18,32,0.16392009392449727,201,0.02348053963837999,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1100000.0,6.0,2.5,Brooklyn,2367.444444444445,1925.0,http://www.redfin.com/NY/Brooklyn/11-Aberdeen-St-11207/home/40751868,40.6813855,-73.9068869,96.0,624,42442,81,1975,46,78,86,11,2,223,1767.0,86551.0,31820.27,28,46,0.13161750880779427,296,0.09397945800851137,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1100000.0,7.0,5.0,Brooklyn,2087.0,2002.0,http://www.redfin.com/NY/Brooklyn/984-Decatur-St-11207/home/40750905,40.6844174,-73.9115185,19.0,624,43480,81,1975,46,77,88,11,2,224,1748.0,86551.0,31820.27,31,47,0.11917021387494023,283,0.05079438624887317,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,1150000.0,6.0,2.75,Brooklyn,2250.0,1899.0,http://www.redfin.com/NY/Brooklyn/1122-Decatur-St-11207/home/40750947,40.687228999999995,-73.9087,122.0,624,40548,81,1975,48,71,84,10,2,215,1671.0,86551.0,31820.27,31,47,0.2659806430734392,288,0.06553107889900563,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,2375000.0,7.0,8.0,Brooklyn,5263.0,2016.0,http://www.redfin.com/NY/Brooklyn/778-Livonia-Ave-11207/home/28900996,40.665408899999996,-73.888114,5.0,624,30112,75,5520,31,58,66,4,2,161,1193.0,86551.0,31820.27,19,33,0.0672144011908531,231,0.032393344628254585,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,2375000.0,7.0,8.0,Brooklyn,5205.0,2016.0,http://www.redfin.com/NY/Brooklyn/780-Livonia-Ave-11207/home/40761838,40.665421,-73.888029,5.0,624,30073,75,5520,31,58,66,4,2,161,1193.0,86551.0,31820.27,19,33,0.07163955225240035,231,0.03506097634868504,188.0
Condo/Co-op,BROOKLYN,NY,11207,299000.0,2.0,1.0,Cypress Hills,800.0,1940.0,http://www.redfin.com/NY/Brooklyn/224-Highland-Blvd-11207/unit-714/home/21993682,40.6819487,-73.8931556,81.0,624,35143,75,5520,38,61,73,9,2,183,1335.0,86551.0,31820.27,24,43,0.28195170631738004,196,0.11050023864725962,188.0
Condo/Co-op,BROOKLYN,NY,11207,319000.0,2.0,1.0,Brooklyn,808.0,1966.0,http://www.redfin.com/NY/Brooklyn/1065-Vermont-St-11207/unit-2L/home/170206328,40.6541622,-73.88467779999998,55.0,624,25002,75,5520,14,42,54,4,2,116,805.0,86551.0,31820.27,16,23,0.8150946307143074,103,0.1225194945738013,188.0
Condo/Co-op,BROOKLYN,NY,11207,323000.0,2.0,1.0,Brooklyn,885.0,1966.0,http://www.redfin.com/NY/Brooklyn/240-Cozine-Ave-11207/unit-2e/home/169282299,40.655491999999995,-73.883089,55.0,624,25001,75,5520,16,43,52,4,2,117,816.0,86551.0,31820.27,16,24,0.7443143732121565,109,0.23354140530169396,188.0
Condo/Co-op,BROOKLYN,NY,11207,319000.0,3.0,1.5,Sutter Ave,1406.5691489361704,1991.0,http://www.redfin.com/NY/Brooklyn/384-New-Jersey-Ave-11207/home/40636842,40.670073200000004,-73.8946624,30.0,624,35544,75,5520,32,63,75,7,2,179,1345.0,86551.0,31820.27,21,37,0.2900448797440502,285,0.05369567558642271,188.0
Condo/Co-op,E. NEW YORK,NY,11207,349000.0,1.0,1.0,Fairfield Towers,943.4822134387352,1990.0,http://www.redfin.com/NY/Brooklyn/400-Cozine-Ave-11207/unit-142A/home/40769193,40.6578273,-73.87732790000003,31.0,738,23105,75,5520,17,41,46,4,2,110,774.0,86551.0,31820.27,16,23,0.6804077675672048,114,0.09214974269099113,188.0
Condo/Co-op,BROOKLYN,NY,11207,349000.0,2.0,1.0,Brooklyn,864.0,1975.0,http://www.redfin.com/NY/Brooklyn/200-Cozine-Ave-11207/unit-82E/home/40768301,40.6552339,-73.88402540000001,46.0,624,25395,75,5520,17,44,52,4,2,119,822.0,86551.0,31820.27,16,24,0.7600765495456955,107,0.18210345518290663,188.0
Condo/Co-op,BROOKLYN,NY,11207,359000.0,2.0,1.0,Brooklyn,920.0,1965.0,http://www.redfin.com/NY/Brooklyn/200-Cozine-Ave-11207/unit-6H/home/148581571,40.6552339,-73.88402540000001,56.0,624,25395,75,5520,17,44,52,4,2,119,822.0,86551.0,31820.27,16,24,0.7600765495456955,107,0.18210345518290663,188.0
Single Family Residential,BROOKLYN,NY,11207,369000.0,3.0,2.0,Brooklyn,1514.0,1899.0,http://www.redfin.com/NY/Brooklyn/387-Warwick-St-11207/home/40759287,40.67428320000001,-73.88588370000002,122.0,624,30324,75,5520,35,59,68,4,2,168,1179.0,86551.0,31820.27,22,36,0.25851774567366526,285,0.05772676404262486,188.0
Condo/Co-op,BROOKLYN,NY,11207,365000.0,2.0,1.0,Brooklyn,920.0,1990.0,http://www.redfin.com/NY/Brooklyn/971-Jerome-St-11207/unit-8H/home/40768967,40.6570179,-73.87815479999998,31.0,624,23092,75,5520,17,41,47,4,2,111,777.0,86551.0,31820.27,16,23,0.7087246311934627,108,0.12554380371247623,188.0
Condo/Co-op,E. NEW YORK,NY,11207,375000.0,2.0,2.0,224 Highand,1400.0,1940.0,http://www.redfin.com/NY/Brooklyn/224-Highland-Blvd-11207/home/40756984,40.681695,-73.89294620000003,81.0,738,35108,75,5520,38,61,73,9,2,183,1335.0,86551.0,31820.27,24,43,0.2621516919200274,196,0.09134435621258837,188.0
Condo/Co-op,BROOKLYN,NY,11207,359000.0,2.0,1.0,Brooklyn,896.0,1966.0,http://www.redfin.com/NY/Brooklyn/1019-Van-Siclen-Ave-11207/unit-91H/home/40768595,40.65491779999999,-73.8829322,55.0,624,24622,75,5520,16,42,51,4,2,115,799.0,86551.0,31820.27,16,23,0.7844957105263625,106,0.22464520789154668,188.0
Townhouse,BROOKLYN,NY,11207,429000.0,3.0,1.5,Brooklyn,1406.5691489361704,1990.0,http://www.redfin.com/NY/Brooklyn/Undisclosed-address-11207/home/40755190,40.670777,-73.892997,31.0,624,34404,75,5520,33,63,75,7,2,180,1337.0,86551.0,31820.27,21,36,0.19231799421526657,286,0.08601801451251548,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,475000.0,8.0,3.0,Brooklyn,2000.0,1910.0,http://www.redfin.com/NY/Brooklyn/938-Dumont-Ave-11207/home/40761690,40.667680600000004,-73.88388540000003,111.0,624,27991,75,5520,33,54,61,4,2,154,1099.0,86551.0,31820.27,18,33,0.10042680934529544,266,0.026823234378272272,188.0
Townhouse,BROOKLYN,NY,11207,465000.0,2.0,1.5,Brooklyn,1104.1261261261259,1991.0,http://www.redfin.com/NY/Brooklyn/Undisclosed-address-11207/home/40760855,40.670651,-73.88404399999997,30.0,624,28333,75,5520,34,55,64,4,2,159,1136.0,86551.0,31820.27,20,34,0.29602759214040786,284,0.06228354377227372,188.0
Townhouse,BROOKLYN,NY,11207,499000.0,2.0,2.5,Brooklyn,1524.2530864197531,1960.0,http://www.redfin.com/NY/Brooklyn/984-Schenck-Ave-11207/unit-East-New-York/home/169941793,40.656295,-73.880667,61.0,624,24181,75,5520,16,42,50,4,2,114,799.0,86551.0,31820.27,16,25,0.7099111719070955,113,0.2640693298681155,188.0
Townhouse,BROOKLYN,NY,11207,489999.0,3.0,1.0,Brooklyn,1498.909090909091,1990.0,http://www.redfin.com/NY/Brooklyn/404-Hendrix-St-11207/home/40760030,40.672040700000004,-73.8894676,31.0,624,32431,75,5520,36,61,70,4,2,173,1251.0,86551.0,31820.27,20,36,0.0657146285123509,281,0.0542936110399471,188.0
Townhouse,BROOKLYN,NY,11207,498000.0,4.0,2.5,Brooklyn,2150.9747899159665,1910.0,http://www.redfin.com/NY/Brooklyn/4-Van-Siclen-Ct-11207/home/40757488,40.68092,-73.892515,111.0,624,35042,75,5520,37,61,73,8,2,181,1317.0,86551.0,31820.27,24,42,0.2047969316949322,197,0.038435588797082365,188.0
Single Family Residential,BROOKLYN,NY,11207,529000.0,3.0,1.5,Brooklyn,1260.0,1999.0,http://www.redfin.com/NY/Brooklyn/272-Snediker-Ave-11207/home/40912498,40.668366999999996,-73.901057,22.0,624,37578,75,5520,32,67,82,7,2,190,1423.0,86551.0,31820.27,21,36,0.08421891548789591,296,0.016812286067582147,188.0
Townhouse,E. NEW YORK,NY,11207,550000.0,3.0,1.5,E. New York,1116.0,1990.0,http://www.redfin.com/NY/Brooklyn/474-Ashford-St-11207/unit-East-New-York/home/169258699,40.670534,-73.884535,31.0,738,28934,75,5520,34,55,64,4,2,159,1136.0,86551.0,31820.27,20,35,0.2980854344112838,286,0.06200440575547422,188.0
Single Family Residential,BROOKLYN,NY,11207,549000.0,3.0,1.5,Brooklyn,1134.0,1990.0,http://www.redfin.com/NY/Brooklyn/584-Hendrix-St-11207/home/40760552,40.667387,-73.88829399999999,31.0,624,30626,75,5520,33,58,65,4,2,162,1199.0,86551.0,31820.27,19,35,0.14585196564278907,261,0.03998817686937,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,598000.0,5.0,3.0,Brooklyn,2200.0,1901.0,http://www.redfin.com/NY/Brooklyn/294-Snediker-Ave-11207/home/40755305,40.6679235,-73.9008813,120.0,624,37411,75,5520,31,67,79,7,2,186,1405.0,86551.0,31820.27,21,36,0.11506898766996486,296,0.04467089801730179,188.0
Single Family Residential,BROOKLYN,NY,11207,579995.0,4.0,2.0,Brooklyn,1808.48,1901.0,http://www.redfin.com/NY/Brooklyn/325-Bradford-St-11207/home/40334060,40.67108070000001,-73.8915367,120.0,624,33348,75,5520,34,63,72,5,2,176,1277.0,86551.0,31820.27,21,36,0.12844675742958644,282,0.07866341324983765,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,599000.0,4.0,3.0,EAST NEW YORK,2113.741463414634,1930.0,http://www.redfin.com/NY/Brooklyn/466-Miller-Ave-11207/home/40755819,40.6689984,-73.8905431,91.0,624,32413,75,5520,33,60,68,4,2,167,1228.0,86551.0,31820.27,20,36,0.2525924302230888,263,0.04123222452828769,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,650000.0,4.0,2.0,Brooklyn,2000.0,1901.0,http://www.redfin.com/NY/Brooklyn/663-Barbey-St-11207/home/40761530,40.666261799999994,-73.8856515,120.0,624,28785,75,5520,32,56,61,4,2,155,1099.0,86551.0,31820.27,18,33,0.08245910265858179,251,0.08489505026441521,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,633000.0,4.0,2.0,Brooklyn,1384.0,1910.0,http://www.redfin.com/NY/Brooklyn/288-Ashford-St-11207/home/40759413,40.6753194,-73.8856999,111.0,624,30173,75,5520,36,59,67,4,2,168,1179.0,86551.0,31820.27,23,36,0.27217651300101126,276,0.050211163423715566,188.0
Multi-Family (2-4 Unit),E. NEW YORK,NY,11207,699000.0,6.0,3.0,E. New York,2562.696629213483,1901.0,http://www.redfin.com/NY/Brooklyn/665-Hendrix-St-11207/home/40762113,40.6652385,-73.88723900000002,120.0,738,29671,75,5520,29,57,65,4,2,157,1136.0,86551.0,31820.27,19,33,0.11396228739134753,223,0.049403938597121035,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,659000.0,5.0,2.0,East New York,2280.0,1901.0,http://www.redfin.com/NY/Brooklyn/301-Schenck-Ave-11207/home/28561970,40.673426899999995,-73.88841009999999,120.0,624,32076,75,5520,34,59,70,4,2,169,1182.0,86551.0,31820.27,21,38,0.11349511374668947,273,0.06238694759949753,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,679000.0,6.0,2.5,Brooklyn,2367.444444444445,1930.0,http://www.redfin.com/NY/Brooklyn/650-Georgia-Ave-11207/home/28645200,40.660576,-73.89455179999999,91.0,624,32674,75,5520,28,55,68,4,2,157,1181.0,86551.0,31820.27,20,30,0.2764752235051087,212,0.038235713230333784,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,688000.0,7.0,3.0,E. New York,2591.2,1910.0,http://www.redfin.com/NY/Brooklyn/404-Bradford-St-11207/home/40504754,40.6690154,-73.8914982,111.0,624,32880,75,5520,32,61,69,5,2,169,1245.0,86551.0,31820.27,20,36,0.2622543147355582,267,0.0683882359588147,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,699000.0,5.0,2.0,Brooklyn,2057.7727272727275,1915.0,http://www.redfin.com/NY/Brooklyn/816-Barbey-St-11207/home/40767529,40.662322700000004,-73.8839773,106.0,624,27340,75,5520,24,50,60,4,2,140,991.0,86551.0,31820.27,18,30,0.2704511474413179,192,0.06009235055209144,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,729000.0,3.0,1.0,Brooklyn,6300.0,1930.0,http://www.redfin.com/NY/Brooklyn/15-Vermont-Ct-11207/home/40757067,40.6834571,-73.8948422,91.0,624,35629,75,5520,40,62,75,11,2,190,1429.0,86551.0,31820.27,25,47,0.41029067909506245,188,0.23970432833269098,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,739000.0,4.0,2.5,Brooklyn,2150.9747899159665,1901.0,http://www.redfin.com/NY/Brooklyn/137-Vermont-St-11207/home/40755018,40.6767374,-73.8949559,120.0,624,37098,75,5520,39,63,75,8,2,187,1368.0,86551.0,31820.27,23,42,0.17317075084046088,278,0.07175628678054544,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,749000.0,4.0,2.0,Brooklyn,1808.48,1930.0,http://www.redfin.com/NY/Brooklyn/411-Bradford-St-11207/home/40755804,40.6689234,-73.89098270000002,91.0,624,32548,75,5520,33,61,69,4,2,169,1234.0,86551.0,31820.27,20,36,0.2541492017919546,262,0.0568189585814333,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,750000.0,4.0,3.5,Brooklyn,2450.5128205128203,1960.0,http://www.redfin.com/NY/Brooklyn/1067-Barbey-St-11207/home/40768819,40.65694570000001,-73.8794755,61.0,624,23768,75,5520,18,42,48,4,2,114,788.0,86551.0,31820.27,16,24,0.6858970568614332,115,0.19488282613659155,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,749000.0,4.0,4.0,Brooklyn,2671.837606837607,1901.0,http://www.redfin.com/NY/Brooklyn/18-Folsom-Pl-11208/home/40758975,40.679192900000004,-73.8828633,120.0,624,27805,75,5520,36,56,67,4,2,165,1161.0,86551.0,31820.27,24,36,0.10667209839692833,262,0.08428444287600048,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,749000.0,5.0,2.0,Brooklyn,2057.7727272727275,1899.0,http://www.redfin.com/NY/Brooklyn/391-Warwick-St-11207/home/40759288,40.67416400000001,-73.88586070000002,122.0,624,30254,75,5520,35,58,69,4,2,168,1177.0,86551.0,31820.27,22,36,0.2562709881270991,287,0.05304363256252758,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,714999.0,6.0,2.0,Brooklyn,1848.0,1930.0,http://www.redfin.com/NY/Brooklyn/417-Bradford-St-11207/home/40755802,40.668815,-73.890902,91.0,624,32501,75,5520,33,61,69,4,2,169,1234.0,86551.0,31820.27,20,36,0.2456896508140961,261,0.049949774108742406,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,799000.0,4.0,2.5,Brooklyn,2150.9747899159665,1910.0,http://www.redfin.com/NY/Brooklyn/66-Van-Siclen-Ave-11207/home/40758417,40.678805,-73.89211440000003,111.0,624,35168,75,5520,36,60,72,8,2,178,1296.0,86551.0,31820.27,24,43,0.05842286834246415,220,0.06064489572302595,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,800000.0,4.0,5.0,East New York,3900.571428571429,2005.0,http://www.redfin.com/NY/Brooklyn/575-Van-Siclen-Ave-11207/home/21464318,40.6653865,-73.8882494,16.0,624,30158,75,5520,31,58,66,4,2,161,1193.0,86551.0,31820.27,19,33,0.06021396087115171,230,0.02929496275615367,188.0
Townhouse,BROOKLYN,NY,11207,789999.0,3.0,1.0,Cypress Hills,1796.0,1925.0,http://www.redfin.com/NY/Brooklyn/14-Barbey-St-11207/home/40756964,40.6827921,-73.8908217,96.0,624,33128,75,5520,37,60,74,8,2,181,1313.0,86551.0,31820.27,26,42,0.3326605943188591,187,0.1207254243077134,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,799000.0,5.0,3.0,Brooklyn,2338.847457627119,1920.0,http://www.redfin.com/NY/Brooklyn/212-Bradford-St-11207/home/40754796,40.674043,-73.89281899999997,101.0,624,34853,75,5520,38,63,72,7,2,182,1344.0,86551.0,31820.27,22,37,0.15852460231831947,285,0.06514022116594696,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,760000.0,6.0,3.0,Brooklyn,2562.696629213483,1920.0,http://www.redfin.com/NY/Brooklyn/587-Miller-Ave-11207/home/35634099,40.666239399999995,-73.88935179999999,101.0,624,31054,75,5520,31,58,66,4,2,161,1193.0,86551.0,31820.27,20,34,0.054675416258752677,245,0.05435513345393106,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,799000.0,7.0,3.0,Brooklyn,2591.2,1920.0,http://www.redfin.com/NY/Brooklyn/591-Warwick-St-11207/home/40761261,40.6688865,-73.88448259999998,101.0,624,28739,75,5520,33,54,66,4,2,159,1154.0,86551.0,31820.27,19,33,0.18447578807006346,276,0.0852001128166956,188.0
Multi-Family (2-4 Unit),E. NEW YORK,NY,11207,785000.0,5.0,2.0,E. New York,2057.7727272727275,1920.0,http://www.redfin.com/NY/E-New-York/989-Crescent-St-11207/home/109162576,40.663158,-73.866699,101.0,738,19334,75,5520,19,38,41,4,2,104,693.0,86551.0,31820.27,19,27,0.8908146942749324,109,0.11915787847423963,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,799900.0,9.0,6.0,Brooklyn,3203.0,2004.0,http://www.redfin.com/NY/Brooklyn/415-Jerome-St-11207/home/40760316,40.671493700000006,-73.886033,17.0,624,30129,75,5520,34,57,69,4,2,166,1169.0,86551.0,31820.27,19,38,0.24180153747081648,279,0.052067638355643375,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,835100.0,7.0,3.0,Brooklyn,2591.2,1901.0,http://www.redfin.com/NY/Brooklyn/29-Louisiana-Ave-11207/home/26844539,40.6586251,-73.89577120000001,120.0,624,32524,75,5520,27,58,68,4,2,159,1196.0,86551.0,31820.27,20,28,0.18160617719217262,201,0.05480236040654911,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,819999.0,6.0,3.0,Brooklyn,2562.696629213483,1920.0,http://www.redfin.com/NY/Brooklyn/594-Warwick-St-11207/home/40761301,40.668675,-73.884896,101.0,624,28956,75,5520,33,54,66,4,2,159,1154.0,86551.0,31820.27,19,34,0.17399451912924843,274,0.09089656366241482,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,849800.0,5.0,4.0,Brooklyn,2499.0,2002.0,http://www.redfin.com/NY/Brooklyn/712-Schenck-Ave-11207/unit-2/home/28492636,40.662912799999994,-73.88553909999997,19.0,624,28397,75,5520,27,53,61,4,2,147,1054.0,86551.0,31820.27,18,31,0.242037296594195,197,0.03427416081443914,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,825000.0,7.0,4.0,Brooklyn,1993.0,2006.0,http://www.redfin.com/NY/Brooklyn/203-Warwick-St-11207/home/40759039,40.678946,-73.887016,15.0,624,30814,75,5520,36,58,68,4,2,168,1185.0,86551.0,31820.27,24,41,0.14250962522394128,244,0.015212552997493566,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,825000.0,4.0,2.0,East New York,1808.48,1940.0,http://www.redfin.com/NY/Brooklyn/659-Liberty-Ave-11207/home/21462092,40.6762313,-73.8853899,81.0,624,29883,75,5520,36,59,67,4,2,168,1179.0,86551.0,31820.27,23,36,0.2598091586286376,276,0.011976725910957388,188.0
Single Family Residential,E. NEW YORK,NY,11207,879999.0,2.0,1.0,E. New York,4287.0,1930.0,http://www.redfin.com/NY/Brooklyn/257-Hendrix-St-11207/home/166997116,40.6759527,-73.8900902,91.0,738,33204,75,5520,35,59,71,7,2,174,1261.0,86551.0,31820.27,24,39,0.16585667381961605,255,0.04070605066624023,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,875000.0,12.0,3.0,Brooklyn,2961.0,1930.0,http://www.redfin.com/NY/Brooklyn/2170-Pitkin-Ave-11207/home/40755095,40.6722221,-73.89237220000003,91.0,624,34375,75,5520,35,63,73,7,2,180,1333.0,86551.0,31820.27,21,37,0.110838715456613,283,0.026980126528900195,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,899000.0,7.0,3.0,East New York,2591.2,1910.0,http://www.redfin.com/NY/Brooklyn/558-Pennsylvania-Ave-11207/home/40756236,40.66357100000001,-73.89410600000002,111.0,624,33149,75,5520,30,60,70,5,2,167,1223.0,86551.0,31820.27,20,32,0.08437371213627093,243,0.027506434862957826,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,865000.0,5.0,3.0,Brooklyn,1680.0,1960.0,http://www.redfin.com/NY/Brooklyn/2023-Linden-Blvd-11207/home/40767644,40.6601361,-73.8880003,61.0,624,29006,75,5520,26,52,59,4,2,143,1045.0,86551.0,31820.27,18,29,0.37441057199263666,167,0.08273934264083266,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,879000.0,5.0,3.0,Brooklyn,2338.847457627119,1910.0,http://www.redfin.com/NY/Brooklyn/495-New-Jersey-Ave-11207/home/40755886,40.6672029,-73.8933941,111.0,624,33762,75,5520,30,60,73,5,2,170,1250.0,86551.0,31820.27,21,34,0.19414073944484805,283,0.09079418250187855,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,900000.0,6.0,3.0,Brooklyn,2562.696629213483,2003.0,http://www.redfin.com/NY/Brooklyn/217-Eldert-St-11207/home/40638636,40.690699,-73.90951899999997,18.0,624,37905,83,2270,51,70,83,10,2,216,1613.0,86551.0,31820.27,35,45,0.31646794299865477,335,0.03617915862299279,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,949000.0,7.0,4.0,Brooklyn,2748.9,1930.0,http://www.redfin.com/NY/Brooklyn/530-New-Lots-Ave-11207/unit-East-New-York/home/170198542,40.6635987,-73.88865129999998,91.0,624,29932,75,5520,29,57,65,4,2,157,1175.0,86551.0,31820.27,18,32,0.13369503039435846,203,0.025838786566195978,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,950000.0,7.0,4.5,Brooklyn,5431.777777777777,1925.0,http://www.redfin.com/NY/Brooklyn/179A-Schaefer-St-11207/home/168054048,40.689482,-73.90837990000001,96.0,624,38511,83,2270,47,69,83,10,2,211,1574.0,86551.0,31820.27,34,46,0.23248471411292787,300,0.052837430440199395,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,948000.0,4.0,2.0,Brooklyn,1800.0,1925.0,http://www.redfin.com/NY/Brooklyn/72-Granite-St-11207/home/40751872,40.6836549,-73.90644379999998,96.0,624,41238,81,1975,45,72,84,11,2,214,1608.0,86551.0,31820.27,30,46,0.08473372724948636,263,0.04520557409597378,188.0
Multi-Family (2-4 Unit),E. NEW YORK,NY,11207,950000.0,7.0,3.0,E. New York,2592.0,1910.0,http://www.redfin.com/NY/Brooklyn/87-Arlington-Ave-11207/unit-1301/home/169590618,40.680043,-73.891432,111.0,738,34595,75,5520,36,61,73,8,2,180,1302.0,86551.0,31820.27,24,42,0.14018682216481457,196,0.04978598578893755,188.0
Condo/Co-op,BROOKLYN,NY,11207,995000.0,2.0,1.5,Bushwick,1498.0,2016.0,http://www.redfin.com/NY/Brooklyn/137-Eldert-St-11207/home/112740084,40.6888337,-73.9113304,5.0,624,40449,81,1975,52,72,89,10,2,225,1755.0,86551.0,31820.27,35,45,0.32261834400707445,332,0.08727880697338952,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,999999.0,5.0,2.0,Brooklyn,2882.0,1901.0,http://www.redfin.com/NY/Brooklyn/575-Barbey-St-11207/home/40761126,40.66837570000001,-73.8861823,120.0,624,29789,75,5520,33,56,66,4,2,161,1160.0,86551.0,31820.27,19,35,0.1845226666154154,264,0.12668858786158055,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,999000.0,5.0,4.0,Brooklyn,3014.7625,1901.0,http://www.redfin.com/NY/Brooklyn/114-Miller-Ave-11207/home/40754900,40.67856,-73.8929526,120.0,624,35908,75,5520,36,61,73,8,2,180,1302.0,86551.0,31820.27,24,44,0.07593442158671135,227,0.054291642670275975,188.0
Multi-Family (2-4 Unit),BROOKLYN,NY,11207,969000.0,8.0,5.0,Brooklyn,2700.0,2006.0,http://www.redfin.com/NY/Brooklyn/576-Van-Siclen-Ave-11207/home/40671412,40.6653941,-73.8886431,15.0,624,30364,75,5520,31,58,66,4,2,161,1193.0,86551.0,31820.27,19,33,0.039601040248462116,231,0.02509372251001277,188.0
