#,Zip Code,Location,City,Population,People / Sq. Mile,National Rank
"1,327.00",14743,"42.201818, -78.407487","Hinsdale, New York","2,034",39.15,"#19,820"
"1,328.00",13314,"42.825882, -75.324121","Brookfield, New York",939,39.08,"#19,827"
"1,329.00",14138,"42.367234, -79.047120","South Dayton, New York","2,144",39.03,"#19,832"
"1,330.00",13843,"42.566573, -75.389210","South New Berlin, New York","1,720",39.02,"#19,837"
"1,331.00",13622,"44.086743, -76.100111","Chaumont, New York","2,082",38.82,"#19,866"
"1,332.00",12138,"42.748844, -73.370413","Petersburg, New York","3,678",38.78,"#19,876"
"1,333.00",14719,"42.341958, -78.875953","Cattaraugus, New York","3,561",38.47,"#19,917"
"1,334.00",12784,"41.667446, -74.611602","Thompsonville, New York",59,38.39,"#19,929"
"1,335.00",12087,"42.432250, -73.892894","Hannacroix, New York",504,38.39,"#19,930"
"1,336.00",13348,"42.707256, -75.057189","Hartwick, New York","1,359",38.38,"#19,934"
"1,337.00",14739,"42.197690, -78.155910","Friendship, New York","2,968",38.31,"#19,951"
"1,338.00",12817,"43.639819, -73.818906","Chestertown, New York","2,187",38.3,"#19,952"
"1,339.00",13776,"42.471141, -75.341246","Gilbertsville, New York",797,37.86,"#20,011"
"1,340.00",12120,"42.465966, -74.136281","Medusa, New York",539,37.75,"#20,030"
"1,341.00",13660,"44.773868, -75.160958","Madrid, New York","2,014",37.67,"#20,045"
"1,342.00",13736,"42.323579, -76.192978","Berkshire, New York","2,342",37.61,"#20,064"
"1,343.00",12060,"42.410399, -73.505286","East Chatham, New York","1,396",37.61,"#20,067"
"1,344.00",14731,"42.307754, -78.643656","Ellicottville, New York","1,773",37.49,"#20,087"
"1,345.00",14826,"42.491464, -77.497778","Cohocton, New York","2,254",37.41,"#20,101"
"1,346.00",13842,"42.381200, -74.724657","South Kortright, New York",538,37.02,"#20,158"
"1,347.00",13839,"42.240354, -75.259059","Sidney Center, New York","1,666",37.01,"#20,162"
"1,348.00",14889,"42.234171, -76.578897","Van Etten, New York","1,458",37,"#20,163"
"1,349.00",14897,"42.043602, -77.794465","Whitesville, New York",890,36.99,"#20,165"
"1,350.00",14418,"42.604430, -77.216428","Branchport, New York","1,481",36.71,"#20,217"
"1,351.00",12023,"42.598558, -74.183022","Berne, New York","2,121",36.68,"#20,219"
"1,352.00",13691,"44.227220, -75.773875","Theresa, New York","2,729",36.61,"#20,229"
"1,353.00",12459,"42.234184, -74.693522","New Kingston, New York",354,36.6,"#20,233"
"1,354.00",12442,"42.237891, -74.270911","Hunter, New York",608,36.46,"#20,265"
"1,355.00",13775,"42.332984, -75.159583","Franklin, New York","1,735",36.34,"#20,287"
"1,356.00",10020,"40.758236, -73.978833","New York, New York",1,36.19,"#20,319"
"1,357.00",13680,"44.595988, -75.323398","Rensselaer Falls, New York","1,303",36.02,"#20,355"
"1,358.00",13835,"42.393463, -76.155520","Richford, New York","1,545",35.96,"#20,370"
"1,359.00",12422,"42.391829, -74.213288","Durham, New York",291,35.95,"#20,372"
"1,360.00",13654,"44.571770, -75.488083","Heuvelton, New York","2,329",35.94,"#20,374"
"1,361.00",14536,"42.541588, -78.082446","Portageville, New York",664,35.92,"#20,378"
"1,362.00",13052,"42.745091, -75.863841","De Ruyter, New York","1,631",35.86,"#20,393"
"1,363.00",12732,"41.568057, -74.886620","Eldred, New York",900,35.82,"#20,404"
"1,364.00",12983,"44.218046, -74.206563","Saranac Lake, New York","7,148",35.73,"#20,418"
"1,365.00",14806,"42.156645, -77.792643","Andover, New York","2,302",35.7,"#20,422"
"1,366.00",12823,"43.179961, -73.409117","Cossayuna, New York",190,35.62,"#20,440"
"1,367.00",14784,"42.319116, -79.389155","Stockton, New York","1,012",35.55,"#20,454"
"1,368.00",13303,"43.367414, -75.468212","Ava, New York","1,190",35.5,"#20,465"
"1,369.00",13856,"42.181947, -75.161730","Walton, New York","6,568",35.4,"#20,483"
"1,370.00",12187,"42.618840, -74.463554","Warnerville, New York",684,35.31,"#20,492"
"1,371.00",12824,"43.514318, -73.696762","Diamond Point, New York",735,35.07,"#20,528"
"1,372.00",12959,"44.952351, -73.719912","Mooers Forks, New York","1,467",34.82,"#20,572"
"1,373.00",12448,"42.089536, -74.200347","Lake Hill, New York",218,34.25,"#20,678"
"1,374.00",12418,"42.355986, -74.156318","Cornwallville, New York",612,34.03,"#20,709"
"1,375.00",12197,"42.609999, -74.724749","Worcester, New York","2,397",33.92,"#20,735"
"1,376.00",12022,"42.670232, -73.327389","Berlin, New York",813,33.87,"#20,745"
"1,377.00",14880,"42.172558, -77.974607","Scio, New York","1,644",33.8,"#20,757"
"1,378.00",14873,"42.515864, -77.304978","Prattsburgh, New York","2,422",33.73,"#20,768"
"1,379.00",12473,"42.277061, -74.078875","Round Top, New York",736,33.57,"#20,807"
"1,380.00",14709,"42.356494, -77.982064","Angelica, New York","1,510",33.5,"#20,818"
"1,381.00",12435,"41.730835, -74.513284","Greenfield Park, New York",261,33.42,"#20,839"
"1,382.00",13697,"44.754714, -74.810347","Winthrop, New York","2,165",33.37,"#20,855"
"1,383.00",14824,"42.265778, -76.693080","Cayuta, New York",869,33.34,"#20,861"
"1,384.00",13625,"44.542508, -74.910389","Colton, New York","1,882",33.32,"#20,866"
"1,385.00",12941,"44.349395, -73.727808","Jay, New York","1,429",33.28,"#20,869"
"1,386.00",14741,"42.219966, -78.611624","Great Valley, New York","2,076",33.24,"#20,878"
"1,387.00",13804,"42.220452, -75.359973","Masonville, New York",389,33.24,"#20,879"
"1,388.00",13147,"42.775406, -76.569608","Scipio Center, New York","1,204",33.12,"#20,909"
"1,389.00",14735,"42.452690, -78.096169","Fillmore, New York","2,643",32.98,"#20,940"
"1,390.00",14724,"42.046328, -79.669830","Clymer, New York","2,577",32.98,"#20,943"
"1,391.00",12966,"44.798893, -74.418686","North Bangor, New York","2,836",32.87,"#20,966"
"1,392.00",13614,"44.532249, -75.693434","Brier Hill, New York",289,32.75,"#20,990"
"1,393.00",13810,"42.606817, -75.108363","Mount Vision, New York","1,296",32.74,"#20,994"
"1,394.00",13844,"42.605698, -75.689550","South Plymouth, New York","1,034",32.67,"#21,002"
"1,395.00",13302,"43.498110, -75.965068","Altmar, New York","1,556",32.63,"#21,013"
"1,396.00",13464,"42.687973, -75.615788","Smyrna, New York","1,341",32.39,"#21,055"
"1,397.00",12175,"42.563979, -74.556746","Summit, New York",950,32.37,"#21,059"
"1,398.00",12786,"41.638630, -74.857203","White Lake, New York",665,32.28,"#21,081"
"1,399.00",12814,"43.624528, -73.636205","Bolton Landing, New York","1,552",32.2,"#21,096"
"1,400.00",13343,"43.742548, -75.326461","Glenfield, New York","1,752",32.19,"#21,098"
"1,401.00",14855,"42.145700, -77.497396","Jasper, New York",841,32.03,"#21,126"
"1,402.00",12724,"41.858901, -74.943035","Callicoon Center, New York",296,32.02,"#21,128"
"1,403.00",12166,"42.844633, -74.460179","Sprakers, New York","1,501",31.92,"#21,158"
"1,404.00",12873,"43.117451, -73.311646","Shushan, New York",808,31.79,"#21,182"
"1,405.00",12914,"44.930433, -74.602930","Bombay, New York","1,163",31.65,"#21,207"
"1,406.00",14723,"42.317704, -79.157231","Cherry Creek, New York","1,262",31.63,"#21,211"
"1,407.00",12147,"42.518611, -74.158840","Rensselaerville, New York",528,31.54,"#21,228"
"1,408.00",12502,"42.083350, -73.656655","Ancram, New York","1,114",31.38,"#21,258"
"1,409.00",14836,"42.509496, -77.923667","Dalton, New York","1,103",31.22,"#21,299"
"1,410.00",13656,"44.192235, -75.955486","La Fargeville, New York","2,655",31.18,"#21,309"
"1,411.00",12827,"43.440555, -73.506595","Fort Ann, New York","3,815",31.12,"#21,326"
"1,412.00",13486,"43.347530, -75.356372","Westernville, New York",832,31.08,"#21,334"
"1,413.00",12917,"44.939317, -74.174695","Burke, New York","1,312",30.8,"#21,407"
"1,414.00",13613,"44.843198, -74.749024","Brasher Falls, New York","2,450",30.78,"#21,413"
"1,415.00",13433,"43.589518, -75.242417","Port Leyden, New York","1,732",30.73,"#21,425"
"1,416.00",12468,"42.299024, -74.400728","Prattsville, New York","1,349",30.62,"#21,453"
"1,417.00",12740,"41.879181, -74.495101","Grahamsville, New York","2,088",30.62,"#21,454"
"1,418.00",14859,"42.141589, -76.547214","Lockwood, New York","1,137",30.57,"#21,462"
"1,419.00",13493,"43.432843, -75.897509","Williamstown, New York","2,199",30.5,"#21,474"
"1,420.00",14753,"42.040451, -78.638622","Limestone, New York","1,212",30.46,"#21,484"
"1,421.00",13788,"42.338730, -74.666876","Hobart, New York",912,30.1,"#21,564"
"1,422.00",13846,"42.363723, -75.054746","Treadwell, New York",342,30.09,"#21,570"
"1,423.00",12503,"42.030487, -73.574202","Ancramdale, New York",830,29.94,"#21,603"
"1,424.00",13083,"43.650543, -75.982795","Lacona, New York","1,759",29.59,"#21,690"
"1,425.00",12036,"42.541514, -74.673053","Charlotteville, New York",265,29.58,"#21,691"
"1,426.00",12768,"41.876259, -74.715135","Parksville, New York","1,030",29.47,"#21,713"
"1,427.00",13658,"44.743083, -75.279399","Lisbon, New York","2,356",29.43,"#21,723"
"1,428.00",12454,"42.293523, -74.153428","Maplecrest, New York",552,29.31,"#21,741"
"1,429.00",13690,"44.192709, -74.948741","Star Lake, New York","1,139",29.3,"#21,744"
"1,430.00",14781,"42.161603, -79.601288","Sherman, New York","2,149",29.23,"#21,755"
"1,431.00",13757,"42.405103, -74.924223","East Meredith, New York","1,107",29.05,"#21,789"
"1,432.00",12155,"42.584407, -74.837289","Schenevus, New York","1,742",29.04,"#21,791"
"1,433.00",12764,"41.591553, -74.995556","Narrowsburg, New York","1,717",29.03,"#21,793"
"1,434.00",12928,"43.963848, -73.583301","Crown Point, New York","2,122",28.94,"#21,809"
"1,435.00",12444,"42.266119, -74.278650","Jewett, New York",451,28.89,"#21,823"
"1,436.00",14714,"42.289988, -78.241131","Black Creek, New York",345,28.82,"#21,844"
"1,437.00",13136,"42.594572, -75.848430","Pitcher, New York",621,28.77,"#21,855"
"1,438.00",12952,"44.721405, -73.908926","Lyon Mountain, New York",583,28.76,"#21,861"
"1,439.00",13832,"42.668918, -75.686965","Plymouth, New York",675,28.76,"#21,864"
"1,440.00",13682,"43.847665, -75.882700","Rodman, New York",891,28.72,"#21,869"
"1,441.00",14822,"42.424481, -77.851457","Canaseraga, New York","1,130",28.5,"#21,912"
"1,442.00",14729,"42.408377, -78.743584","East Otto, New York","1,025",28.43,"#21,928"
"1,443.00",13355,"42.810450, -75.421645","Hubbardsville, New York",692,28.32,"#21,952"
"1,444.00",13158,"42.717351, -75.973408","Truxton, New York","2,036",28.22,"#21,978"
"1,445.00",12474,"42.323807, -74.583034","Roxbury, New York","1,011",28.06,"#22,013"
"1,446.00",13630,"44.498619, -75.311532","De Kalb Junction, New York","1,402",28.05,"#22,014"
"1,447.00",14060,"42.450155, -78.296467","Farmersville Station, New York",441,28.01,"#22,022"
"1,448.00",13485,"42.757288, -75.333120","West Edmeston, New York",945,27.99,"#22,029"
"1,449.00",13040,"42.576696, -75.937895","Cincinnatus, New York","2,831",27.81,"#22,079"
"1,450.00",12758,"41.940283, -74.739118","Livingston Manor, New York","4,339",27.8,"#22,080"
"1,451.00",13072,"42.761342, -75.751696","Georgetown, New York","1,043",27.71,"#22,105"
"1,452.00",12455,"42.107292, -74.661592","Margaretville, New York","2,082",27.6,"#22,130"
"1,453.00",13774,"41.953908, -75.193403","Fishs Eddy, New York",286,27.49,"#22,144"
"1,454.00",12911,"44.535049, -73.468852","Keeseville, New York",35,27.43,"#22,159"
"1,455.00",13315,"42.739121, -75.136119","Burlington Flats, New York","1,397",27.3,"#22,199"
"1,456.00",12430,"42.200758, -74.499160","Fleischmanns, New York","1,129",27.29,"#22,200"
"1,457.00",13650,"43.819731, -76.217537","Henderson, New York","1,319",27.23,"#22,212"
"1,458.00",12986,"44.210474, -74.506616","Tupper Lake, New York","6,507",26.92,"#22,275"
"1,459.00",13361,"42.904352, -74.867560","Jordanville, New York",724,26.9,"#22,280"
"1,460.00",14024,"42.567837, -78.234911","Bliss, New York","1,741",26.78,"#22,314"
"1,461.00",12967,"44.772993, -74.662821","North Lawrence, New York","1,099",26.47,"#22,388"
"1,462.00",14804,"42.314417, -77.851435","Almond, New York","1,522",26.45,"#22,391"
"1,463.00",13124,"42.661074, -75.823604","North Pitcher, New York",135,26.2,"#22,443"
"1,464.00",13342,"42.648851, -75.178643","Garrattsville, New York",232,26.13,"#22,464"
"1,465.00",12495,"42.086489, -74.248476","Willow, New York",189,25.99,"#22,499"
"1,466.00",12993,"44.193847, -73.489177","Westport, New York","1,704",25.84,"#22,555"
"1,467.00",13813,"42.156382, -75.529955","Nineveh, New York",916,25.79,"#22,572"
"1,468.00",14820,"42.195141, -77.370314","Cameron Mills, New York",804,25.77,"#22,579"
"1,469.00",14898,"42.053364, -77.429500","Woodhull, New York","1,497",25.75,"#22,590"
"1,470.00",14783,"42.092205, -78.888593","Steamburg, New York",412,25.64,"#22,612"
"1,471.00",13155,"42.674546, -75.776726","South Otselic, New York",677,25.34,"#22,686"
"1,472.00",13626,"43.844972, -75.739558","Copenhagen, New York","2,169",25.19,"#22,717"
"1,473.00",13320,"42.777805, -74.740798","Cherry Valley, New York","2,171",25.15,"#22,727"
"1,474.00",13755,"42.079360, -75.011893","Downsville, New York","1,126",24.93,"#22,776"
"1,475.00",14717,"42.361647, -78.179701","Caneadea, New York",779,24.4,"#22,891"
"1,476.00",13679,"44.291541, -75.845822","Redwood, New York","1,727",24.37,"#22,894"
"1,477.00",12169,"42.592887, -73.448036","Stephentown, New York",166,24.35,"#22,899"
"1,478.00",12981,"44.627097, -73.845850","Saranac, New York","2,673",24.12,"#22,954"
"1,479.00",12406,"42.079963, -74.524062","Arkville, New York",892,24.04,"#22,972"
"1,480.00",13652,"44.435240, -75.223166","Hermon, New York","1,931",24,"#22,987"
"1,481.00",12093,"42.497796, -74.628095","Jefferson, New York","1,404",23.62,"#23,082"
"1,482.00",13621,"44.834567, -75.059261","Chase Mills, New York",699,23.55,"#23,098"
"1,483.00",13783,"41.993562, -75.290452","Hancock, New York","2,497",23.23,"#23,164"
"1,484.00",13473,"43.646998, -75.441240","Turin, New York",759,23.14,"#23,184"
"1,485.00",13640,"44.326315, -75.991361","Wellesley Island, New York",326,23.07,"#23,206"
"1,486.00",14846,"42.534005, -78.012151","Hunt, New York",766,22.84,"#23,273"
"1,487.00",12835,"43.311938, -74.012886","Hadley, New York","2,882",22.78,"#23,289"
"1,488.00",13739,"42.394254, -74.805810","Bloomville, New York",966,22.72,"#23,304"
"1,489.00",12464,"42.033404, -74.369416","Phoenicia, New York","1,173",22.57,"#23,342"
"1,490.00",13635,"44.286726, -75.280789","Edwards, New York","1,081",22.55,"#23,350"
"1,491.00",13681,"44.428046, -75.373133","Richville, New York",820,22.45,"#23,382"
"1,492.00",12450,"42.170691, -74.229327","Lanesville, New York",430,22.24,"#23,448"
"1,493.00",12407,"42.323508, -74.333035","Ashland, New York",469,22.02,"#23,504"
"1,494.00",13618,"44.114766, -76.290981","Cape Vincent, New York","1,796",21.96,"#23,521"
"1,495.00",12071,"42.575009, -74.413271","Fultonham, New York",279,21.82,"#23,563"
"1,496.00",13801,"42.505085, -75.776970","Mc Donough, New York","1,333",21.65,"#23,613"
"1,497.00",12912,"44.480950, -73.772496","Au Sable Forks, New York","2,138",21.62,"#23,622"
"1,498.00",13693,"43.985747, -76.246105","Three Mile Bay, New York",470,21.53,"#23,647"
"1,499.00",13665,"44.048460, -75.434366","Natural Bridge, New York",827,21.47,"#23,666"
"1,500.00",12421,"42.303606, -74.526124","Denver, New York",777,21.09,"#23,774"
"1,501.00",12815,"43.695952, -73.667874","Brant Lake, New York",955,20.91,"#23,823"
"1,502.00",12945,"44.342824, -74.251344","Lake Clear, New York",736,20.62,"#23,903"
"1,503.00",13489,"43.466569, -75.522386","West Leyden, New York",763,20.3,"#23,990"
"1,504.00",13367,"43.715161, -75.571028","Lowville, New York","8,435",20.27,"#24,003"
"1,505.00",12913,"44.437184, -74.009083","Bloomingdale, New York","1,194",19.95,"#24,093"
"1,506.00",13782,"42.169631, -74.991294","Hamden, New York",777,19.52,"#24,215"
"1,507.00",12861,"43.746887, -73.417527","Putnam Station, New York",645,19.47,"#24,235"
"1,508.00",13646,"44.446084, -75.674193","Hammond, New York","2,239",19.03,"#24,379"
"1,509.00",12469,"42.448595, -74.246097","Preston Hollow, New York",783,18.82,"#24,449"
"1,510.00",13327,"43.972929, -75.262309","Croghan, New York","2,148",18.68,"#24,490"
"1,511.00",14819,"42.224194, -77.441939","Cameron, New York",755,18.54,"#24,527"
"1,512.00",12076,"42.399716, -74.390523","Gilboa, New York","1,270",18.54,"#24,528"
"1,513.00",12930,"44.724058, -74.532775","Dickinson Center, New York",571,18.25,"#24,619"
"1,514.00",14885,"42.046290, -77.567857","Troupsburg, New York",780,18.2,"#24,639"
"1,515.00",12932,"44.195277, -73.609298","Elizabethtown, New York","1,406",18.03,"#24,692"
"1,516.00",12853,"43.657984, -74.064603","North Creek, New York","2,082",17.62,"#24,809"
"1,517.00",12743,"41.577183, -74.836643","Highland Lake, New York",303,17.6,"#24,821"
"1,518.00",13756,"42.020509, -75.104278","East Branch, New York",518,17.56,"#24,834"
"1,519.00",12032,"43.162692, -74.508020","Caroga Lake, New York",835,17.51,"#24,846"
"1,520.00",12886,"43.648782, -73.909241","Wevertown, New York",84,17.47,"#24,861"
"1,521.00",12017,"42.307012, -73.445561","Austerlitz, New York",288,17.37,"#24,898"
"1,522.00",12776,"41.963392, -74.958769","Roscoe, New York","2,473",17.36,"#24,899"
"1,523.00",14839,"42.147524, -77.627811","Greenwood, New York",728,17.27,"#24,933"
"1,524.00",13324,"43.317924, -74.958912","Cold Brook, New York","1,989",17.22,"#24,949"
"1,525.00",12836,"43.747839, -73.545582","Hague, New York",678,16.47,"#25,175"
"1,526.00",14708,"42.019219, -78.063617","Alma, New York",171,16.45,"#25,187"
"1,527.00",12194,"42.539253, -74.457529","West Fulton, New York",215,16.41,"#25,198"
"1,528.00",13752,"42.190557, -74.897015","Delancey, New York",715,15.86,"#25,384"
"1,529.00",12492,"42.216366, -74.355275","West Kill, New York",281,15.85,"#25,391"
"1,530.00",12970,"44.452573, -74.290050","Paul Smiths, New York","1,450",15.47,"#25,516"
"1,531.00",13740,"42.273814, -74.756993","Bovina Center, New York",568,15.44,"#25,530"
"1,532.00",12808,"43.760148, -73.715618","Adirondack, New York",285,15.29,"#25,587"
"1,533.00",12410,"42.088220, -74.449697","Big Indian, New York",820,15.28,"#25,596"
"1,534.00",13633,"44.497430, -75.455993","De Peyster, New York",319,15.27,"#25,599"
"1,535.00",12985,"44.564739, -73.715975","Schuyler Falls, New York","1,187",15.08,"#25,669"
"1,536.00",12843,"43.565104, -73.972748","Johnsburg, New York",665,14.82,"#25,743"
"1,537.00",12934,"44.857914, -73.855586","Ellenburg Center, New York","1,126",14.75,"#25,766"
"1,538.00",12936,"44.264295, -73.400978","Essex, New York",479,14.65,"#25,794"
"1,539.00",12870,"43.844949, -73.755934","Schroon Lake, New York","1,677",14.58,"#25,822"
"1,540.00",12720,"41.663925, -74.918974","Bethel, New York",168,14.39,"#25,875"
"1,541.00",12950,"44.318369, -73.581246","Lewis, New York",749,14.13,"#25,954"
"1,542.00",12424,"42.244523, -74.150286","East Jewett, New York",303,14.13,"#25,957"
"1,543.00",12480,"42.159477, -74.363284","Shandaken, New York",787,14.1,"#25,963"
"1,544.00",12777,"41.561802, -74.709618","Forestburgh, New York",781,14.05,"#25,978"
"1,545.00",13648,"44.136851, -75.285638","Harrisville, New York","2,427",14.04,"#25,979"
"1,546.00",14884,"42.479522, -77.893852","Swain, New York",309,13.75,"#26,065"
"1,547.00",12955,"44.798708, -73.951395","Lyon Mountain, New York",401,13.66,"#26,097"
"1,548.00",12810,"43.491968, -73.985941","Athol, New York",643,13.54,"#26,135"
"1,549.00",13731,"42.128419, -74.787370","Andes, New York","1,275",13.31,"#26,192"
"1,550.00",14877,"42.059452, -77.684497","Rexville, New York",651,13.08,"#26,272"
"1,551.00",13639,"44.278730, -75.119383","Fine, New York",191,13.03,"#26,292"
"1,552.00",12164,"43.587980, -74.358726","Speculator, New York",476,12.96,"#26,319"
"1,553.00",12760,"41.903930, -75.107835","Long Eddy, New York",729,12.74,"#26,400"
"1,554.00",13420,"43.649537, -74.987135","Old Forge, New York","1,587",12.39,"#26,525"
"1,555.00",12131,"42.491723, -74.471816","North Blenheim, New York",217,12.12,"#26,621"
"1,556.00",12987,"44.327908, -73.846253","Upper Jay, New York",326,11.71,"#26,766"
"1,557.00",12923,"44.944581, -73.945816","Churubusco, New York",657,11.48,"#26,857"
"1,558.00",13687,"44.467586, -74.798924","South Colton, New York",333,11.4,"#26,884"
"1,559.00",13312,"43.696622, -75.194994","Brantingham, New York",689,11.35,"#26,910"
"1,560.00",13470,"43.209651, -74.610052","Stratford, New York",705,11,"#27,050"
"1,561.00",12942,"44.232234, -73.826953","Keene, New York",670,10.83,"#27,124"
"1,562.00",12961,"44.061814, -73.581572","Moriah Center, New York",171,10.67,"#27,169"
"1,563.00",13475,"42.866228, -74.853412","Van Hornesville, New York",7,10.11,"#27,355"
"1,564.00",13325,"43.597050, -75.528148","Constableville, New York",949,9.41,"#27,624"
"1,565.00",13659,"43.738005, -75.863380","Lorraine, New York",544,9.33,"#27,656"
"1,566.00",13454,"43.219835, -74.757700","Salisbury Center, New York",712,8.95,"#27,799"
"1,567.00",12878,"43.415025, -74.027450","Stony Creek, New York",714,8.66,"#27,893"
"1,568.00",12819,"43.591932, -73.520776","Clemons, New York",364,8.61,"#27,908"
"1,569.00",12874,"43.690560, -73.549746","Silver Bay, New York",176,8.56,"#27,919"
"1,570.00",13360,"43.737593, -74.741983","Inlet, New York",412,8.54,"#27,927"
"1,571.00",12989,"44.520107, -74.069770","Vermontville, New York",853,8.34,"#28,000"
"1,572.00",12427,"42.134193, -74.136697","Elka Park, New York",381,8.22,"#28,038"
"1,573.00",12857,"43.832667, -73.971509","Olmstedville, New York",502,7.58,"#28,251"
"1,574.00",12980,"44.560173, -74.589754","Saint Regis Falls, New York","1,347",6.95,"#28,484"
"1,575.00",12842,"43.738345, -74.367058","Indian Lake, New York","1,345",6.76,"#28,569"
"1,576.00",13684,"44.356596, -75.013141","Russell, New York",982,5.56,"#28,995"
"1,577.00",13338,"43.510379, -74.982347","Forestport, New York","1,619",5.48,"#29,025"
"1,578.00",13437,"43.580307, -75.803859","Redfield, New York",497,5.47,"#29,026"
"1,579.00",12964,"44.148266, -73.663999","New Russia, New York",142,5.06,"#29,176"
"1,580.00",12927,"44.256298, -74.868945","Cranberry Lake, New York",258,5,"#29,203"
"1,581.00",12108,"43.519619, -74.409206","Lake Pleasant, New York",419,4.88,"#29,249"
"1,582.00",12969,"44.760907, -74.131480","Owls Head, New York",554,4.84,"#29,264"
"1,583.00",12851,"43.846674, -74.059957","Minerva, New York",366,4.63,"#29,341"
"1,584.00",13670,"44.128070, -75.067813","Oswegatchie, New York",613,4.55,"#29,367"
"1,585.00",12190,"43.475631, -74.285410","Wells, New York",737,4.11,"#29,553"
"1,586.00",12725,"41.983131, -74.569700","Claryville, New York",260,4.1,"#29,557"
"1,587.00",13436,"43.723006, -74.642094","Raquette Lake, New York",123,4.07,"#29,575"
"1,588.00",13331,"43.866325, -74.880855","Eagle Bay, New York",293,3.82,"#29,683"
"1,589.00",12856,"43.710422, -74.166016","North River, New York",224,3.78,"#29,708"
"1,590.00",12943,"44.122759, -73.883514","Keene Valley, New York",391,3.67,"#29,747"
"1,591.00",12858,"43.908933, -73.675780","Paradox, New York",48,3.67,"#29,748"
"1,592.00",13672,"44.403781, -74.645192","Parishville, New York",367,3.3,"#29,927"
"1,593.00",12852,"44.007172, -74.099920","Newcomb, New York",481,3.07,"#30,040"
"1,594.00",12812,"43.875794, -74.389767","Blue Mountain Lake, New York",126,2.63,"#30,255"
"1,595.00",12847,"44.000125, -74.563880","Long Lake, New York",723,1.77,"#30,756"
"1,596.00",12139,"43.500184, -74.579588","Piseco, New York",272,1.48,"#30,933"
"1,597.00",12855,"44.027010, -73.758053","North Hudson, New York",263,1.43,"#30,957"
"1,598.00",13353,"43.447326, -74.694618","Hoffmeister, New York",151,0.9,"#31,270"
"1,599.00",12922,"44.258049, -74.781866","Childwold, New York",58,0.26,"#31,674"
"1,600.00",11249,,"New York, New York","46,005",23002.5,
"1,601.00",10075,,"New York, New York","24,377","1,32,095.70",
"1,602.00",11109,,"New York, New York","4,337","86,656.00",
"1,603.00",10065,,"New York, New York","31,761","82,215.90",
